"ID";"PagePDF";"Template_Name";"Variant";"Status";"Pos_X";"Pos_Y";"Page_W";"Page_H";"Name";"pin_1";"pin_2";"pin_3";"pin_4";"pin_5";"pin_6";"link";"txt_1";"txt_2";"pg_S1_Page";"pg_S1_Sheets";"pg_S1_=";"pg_S1_+";"pg_S1_txt_1";"pg_S1_txt_2";"pg_S1_txt_3"
"102";"110";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q302.1";"1";"2";"3";"4";"5";"6";"/90.5";"3VU1300";"1-1,6A
b=0,9A";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"103";"110";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q302.2";"1";"2";"3";"4";"5";"6";"/90.5";"3VU1300";"1-1,6A
b=0,76A";"90";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 1 - 8 left";"427M302"
"104";"111";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q303.1";"1";"2";"3";"4";"5";"6";"/91.5";"3VU1300";"1-1,6A
b=0,9A";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"105";"111";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q303.2";"1";"2";"3";"4";"5";"6";"/91.5";"3VU1300";"1-1,6A
b=0,76A";"91";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 right";"427M303"
"106";"112";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q304.1";"1";"2";"3";"4";"5";"6";"/92.5";"3VU1300";"1-1,6A
b=0,9A";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"107";"112";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q304.2";"1";"2";"3";"4";"5";"6";"/92.5";"3VU1300";"1-1,6A
b=0,76A";"92";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 9 - 16 left";"427M304"
"108";"113";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q305.1";"1";"2";"3";"4";"5";"6";"/93.5";"3VU1300";"1-1,6A
b=0,9A";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"109";"113";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q305.2";"1";"2";"3";"4";"5";"6";"/93.5";"3VU1300";"1-1,6A
b=0,76A";"93";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 right";"427M305"
"110";"114";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q306.1";"1";"2";"3";"4";"5";"6";"/94.5";"3VU1300";"1-1,6A
b=0,9A";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"111";"114";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q306.2";"1";"2";"3";"4";"5";"6";"/94.5";"3VU1300";"1-1,6A
b=0,76A";"94";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 17 - 24 left";"427M306"
"112";"115";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q307.1";"1";"2";"3";"4";"5";"6";"/94a.5";"3VU1300";"1-1,6A
b=1,25A";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"113";"115";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q307.2";"1";"2";"3";"4";"5";"6";"/94a.5";"3VU1300";"1-1,6A
b=1,3A";"94a";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 right";"427M307"
"114";"116";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q308.1";"1";"2";"3";"4";"5";"6";"/94b.5";"3VU1300";"1-1,6A
b=1,2A";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"115";"116";"AZD_H_11";"A";"approved";"170.08";"372.1";"1192.0";"871.0";"-Q308.2";"1";"2";"3";"4";"5";"6";"/94b.5";"3VU1300";"1-1,6A
b=1,1A";"94b";"29";"= 427";"+ 400A";"press";"stop bar adjustment frame 25 - 33 left";"427M308"
"116";"118";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q1";"1";"2";"3";"4";"5";"6";"/95.6";"3VU1300";"18-25A
b=22A";"95";"4";"= 442";"+ 400A";"trim saw";"right hand side in front
spare";"442M1"
"117";"119";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q2";"1";"2";"3";"4";"5";"6";"/96.6";"3VU1300";"18-25A
b=22A";"96";"4";"= 442";"+ 400A";"trim saw";"right hand side at rear
spare";"442M2"
"118";"120";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q3";"1";"2";"3";"4";"5";"6";"/97.6";"3VU1300";"18-25A
b=22A";"97";"4";"= 442";"+ 400A";"trim saw";"left hand side in front
spare";"442M3"
"119";"121";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q4";"1";"2";"3";"4";"5";"6";"/98.6";"3VU1300";"18-25A
b=22A";"98";"4";"= 442";"+ 400A";"trim saw";"left hand side at rear
spare";"442M4"
"120";"122";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q1.1";"1";"2";"3";"4";"5";"6";"/99.6";"3VU1300";"6-10A
b=8,2A";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"121";"122";"AZD_H_11";"A";"approved";"170.08";"440.14";"1192.0";"871.0";"-Q1.2";"1";"2";"3";"4";"5";"6";"/99.6";"3VU1300";"4-6A
b=6A";"99";"1";"= 447";"+ 400A";"";"roller conveyor
spare";"447M1"
"122";"123";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q1.1";"1";"2";"3";"4";"5";"6";"/100.6";"3VU1300";"4-6A
b=4,5A";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"123";"123";"AZD_H_11";"A";"approved";"170.08";"440.14";"1192.0";"871.0";"-Q1.2";"1";"2";"3";"4";"5";"6";"/100.6";"3VU1300";"2,4-4A
b=3,7A";"100";"1";"= 448";"+ 400A";"";"roller conveyor
spare";"448M1"
"124";"126";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q01";"1";"2";"3";"4";"5";"6";"/98.4";"3VU1300";"1+1,6A
b=1,3A";"98";"21";"= 414";"+ 400H10";"forming machine C";"transport belt to matformer C";"414M01"
"125";"127";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q02";"1";"2";"3";"4";"5";"6";"/99.4";"3VU1300";"6-10A
b=9,5A";"99";"21";"= 414";"+ 400H10";"forming machine C";"transport belt ??";"414M02"
"126";"128";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q3";"1";"2";"3";"4";"5";"6";"/100.7";"3VU13-1ML";"";"100";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M3"
"127";"130";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q5/6";"1";"2";"3";"4";"5";"6";"/103.8";"3VU13-1MK";"";"103";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M5, 414M6"
"128";"132";"AZD_H_11";"A";"approved";"170.08";"156.67";"1192.0";"871.0";"-Q7/8";"1";"2";"3";"4";"5";"6";"/106.8";"3VU13-1MK";"";"106";"21";"= 414";"+ 400H10";"forming machine C";"cage type roller conveyor";"414M7, 414M8"
"129";"134";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q10";"1";"2";"3";"4";"5";"6";"/109.6";"3VU1300-1MH";"1,6-2,4A
b=2,2A";"109";"21";"= 414";"+ 400H10";"forming machine C";"dosing belt cleaning brush";"414M10"
"130";"135";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q11";"1";"2";"3";"4";"5";"6";"/110.6";"3VU1300-1MK";"4-6A
b=5,2A";"110";"21";"= 414";"+ 400H10";"forming machine C";"rotary combs";"414M11"
"131";"136";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q13";"1";"2";"3";"4";"5";"6";"/111.6";"3VU1300-1MJ";"2,4-4A
b=2,9A";"111";"21";"= 414";"+ 400H10";"forming machine C";"pinned roll";"414M13"
"132";"137";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q15";"1";"2";"3";"4";"5";"6";"/112.6";"3VU1300-1MH";"1,6-2,4A
b=2,1A";"112";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt left";"414M15"
"133";"138";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q16";"1";"2";"3";"4";"5";"6";"/113.6";"3VU1300-1MH";"1,6-2,4A
b=2,1A";"113";"21";"= 414";"+ 400H10";"forming machine C";"distribution belt right";"414M16"
"134";"139";"AZD_H_11";"A";"approved";"170.08";"122.66";"1192.0";"871.0";"-Q17.1";"1";"2";"3";"4";"5";"6";"/115.1";"3VU1300-1MF";"0,6-1A
b=0,87A";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"135";"139";"AZD_H_11";"A";"approved";"170.08";"440.14";"1192.0";"871.0";"-Q17.2";"1";"2";"3";"4";"5";"6";"/115.1";"3VU1300";"0,4-0,6A
b=0,47A";"114";"21";"= 414";"+ 400H10";"forming machine C";"transverse belt";"414M17"
"136";"141";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q20";"1";"2";"3";"4";"5";"6";"/116.6";"3VU1300-1ML";"6-10A
b=6,9A";"116";"21";"= 414";"+ 400H10";"forming machine C";"fast disks rolls";"414M20"
"137";"142";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q21";"1";"2";"3";"4";"5";"6";"/117.6";"3VU1300-1MG";"1-1,6A
b=1,3A";"117";"21";"= 414";"+ 400H10";"forming machine C";"slow disks rolls";"414M21"
"138";"143";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q22";"1";"2";"3";"4";"5";"6";"/118.6";"3VU1300-1MJ";"2,4-4A
b=2,9A";"118";"21";"= 414";"+ 400H10";"forming machine C";"transport belt";"422M11"
"139";"144";"AZD_H_11";"A";"approved";"170.08";"168.01";"1192.0";"871.0";"-Q26";"1";"2";"3";"4";"5";"6";"/119.6";"3VU1300-1MH";"1,6-2,4A
b=2,2A";"119";"21";"= 414";"+ 400H10";"forming machine C";"transport belt cleaning brush";"414M26"
